Clinic Name,Address,State,Email,Google_Full_Address,Latitude,Longitude,Extracted_Pincode,Mapped_District,Brand_name,Clinic_Type
GOODLIFE CLINICS,"7/4 NKPM Layout, Kamarajar Road , Red Fields, Coimbatore, Tamil Nadu",TAMIL NADU,saradhajaganathan@gmail.com,"7/4, NKPM, Kamaraj Rd, Red Fields, NKKPM Layout, Gopalapuram, Coimbatore, Tamil Nadu 641018",11.0029766,76.9640935,641018,Coimbatore,GOODLIFE,Independent
Guhan Hospital and Infertility Centre,"41/168,Mahadhana street,Mayiladuthurai",TAMIL NADU,svguhan.hos@gmail.com,"41, 168, Mahadhana St, near V.R.S marriage hall, Kamarajar Salai, Mayiladuthurai, Tamil Nadu 609001",11.0988527,79.6335971,609001,Mayiladuthurai,GUHAN,Independent
Gunam super speciality hospital,"No.35,denkanikota road, opp.government hospital,hosur",TAMIL NADU,administrator@gunamhospital.com,"survey No: 120, 35, Tank street, 2B2, Denkanikottai Rd, opp. to Government Hospital, Hosur, Tamil Nadu 635109",12.7247338,77.7958147,635109,Krishnagiri,GUNAM,Independent
Gunasekaran Specialities Hospital,"#28/6,Mylai Ranganathan Street, T.Nagar, Chennai",TAMIL NADU,drmanulakshmi@gmail.com,"No. 1, Crescent Park St, T. Nagar, Chennai, Tamil Nadu 600017",13.0376451,80.2183198,600017,Chennai,GUNASEKARAN,Independent
GURU HOSPITAL,4/120F PANDI KOVIL RING ROAD,TAMIL NADU,info@guruhospitals.com,"120-F, 4, Pandi Kovil Ring Rd, near Mattuthavani, Madurai, Tamil Nadu 625107",9.9435922,78.1623458,625107,Madurai,GURU,Independent
Gurunath Hospital,"67, west colony, kumarapalayam",TAMIL NADU,gowridhans@gmail.com,"Vijaya Thottam, Komarapalayam, Tamil Nadu 638183",11.4389345,77.6755107,638183,Erode,GURUNATH,Independent
Hare Diagnostic Centre and fertility lab,1/41 Thiruvalluvar Nagar main road Keelkattalai chennai,TAMIL NADU,harekrishna.raj@gmail.com,"1/41, Thiruvalluvar Nagar Main Rd, Arulmurugan Nagar Extention, Thiruvalluvar Nagar, Keelkattalai, Chennai, Tamil Nadu 600117",12.957129,80.1661414,600117,Chennai,HARE,Independent
hari fertility centre,"4/A,Salai Street, vannarpettai,",TAMIL NADU,harifertilitycentre@gmail.com,"PPH9+XRH, Puthumaipithan Veethi, Kailash Nagar, Vannarpettai, Tirunelveli, Tamil Nadu 627003",8.7299745,77.6989954,627003,Tirunelveli,HARI,Independent
HARLEY RRAM HOSPITAL,"43A, KRISHNA RAO TANK STREET MADURAI",TAMIL NADU,harleyram.nh.tn@gmail.com,"43 A, Krishnarayar Tank Rd, near GEORGE OAKES TRACTOR FACTORY, Madurai Main, Madurai, Poondhotam, Tamil Nadu 625001",9.9255615,78.1120539,625001,Madurai,HARLEY,Independent
Hema medical centre,490 KKnagar Madurai,TAMIL NADU,dr.hemaanand5@gmail.com,"PLOT-490, 4th Cross St, opposite District Court, Mellur, Madurai, Tamil Nadu 625020",9.933887,78.1389912,625020,Madurai,HEMA,Independent
Her care clinics,"no 4/442-d2 , nggo colony ,bagalur road ,Hosur",TAMIL NADU,hercarecbe@gmail.com,"4/442-D2, Bagalur Rd, NGGO's Colony, Hosur, Avalapalli Hudco, Tamil Nadu 635109",12.7335279,77.8092055,635109,Krishnagiri,HER,Independent
HERA REPRO CENTRE,"HERA HOSPITAL, NO 1 SORNAMBIGAI NAGAR MAIN ROAD, VIRUGAMBAKKAM, CHENNAI",TAMIL NADU,hera.hospital123@gmail.com,"Paavendar Salai, Phase 1, Swarnambigai Nagar, Virugambakkam, Chennai, Tamil Nadu 600092",13.0509848,80.1716511,600092,Chennai,HERA,Independent
INDIAN IVF Fertility centre,"M.MALAR HOSPITAL, 5590, 6th Street,santhanathapuram,",TAMIL NADU,albertlincy444@gmail.com,"5590, S 4th St, Kadukkakadu, Pudukkottai, Tamil Nadu 622001",10.3801167,78.7986641,622001,Pudukkottai,INDIAN,Independent
INDIGO WOMENS CENTER,"NO:995B,H BLOCK,2ND AVENUE ,ANNA NAGAR WEST",TAMIL NADU,iwchari7@gmail.com,"No. 995, B - H, 2nd Ave, Anna Nagar, Ranganathan Garden, Anna Nagar, Chennai, Tamil Nadu 600040",13.0854649,80.1848793,600040,Chennai,INDIGO,Independent
INDIRA IVF HOSPITAL PRIVATE LIMITED,"17, Moores road, Commercial Tax Office (Rear Gate), Thousand Light East, Nungambakkam, Chennai",TAMIL NADU,centerhead.chennai@indiraivf.in,"Office, Indira IVF Hospital Ltd, Moores Rd, opposite COMMERCIAL TAXES, Thousand Lights East, Nungambakkam, Chennai, Tamil Nadu 600006",13.0658307,80.2337699,600006,Chennai,INDIRA,Independent
"INSTITUTE OF REPRODUCTIVE MEDICINE, DR. REL INSTITUTE &MEDICAL CENTRE.","NO 7, CLC WORKS ROARD, CHROMEPET,CHENNAI",TAMIL NADU,irm@relainstitute.com,"DR. RELA INSTITUTE & MEDICAL CENTER, 7, CLC Works Rd, Nagappa Nagar, Chromepet, Chennai, Tamil Nadu 600044",12.9548991,80.132234,600044,Chennai,INSTITUTE,Independent
ISA fertility and Womens Clinic,"5A, KKR Nagar, Madhavaram, Chennai, Tamil Nadu",TAMIL NADU,isafertility@gmail.com,"5A, KKR Nagar, Madhavaram, Chennai, Tamil Nadu 600060",13.1346663,80.218067,600060,Chennai,ISA,Independent
ISHA FERTILITY CENTRE,"1/A, DHARKAN SAHIB STREET, SORKALPET, CUDDALORE",TAMIL NADU,newlifehospital7@gmail.com,"PQ59+XX8, Muthu Subethar St, Manjakuppam, Cuddalore Old Town, Tamil Nadu 607003",11.7099221,79.7673701,607003,Cuddalore,ISHA,Independent
ISWARYA FERTILITY CENTRE,"24, mannar serfoji nagar, near New bus stand, tanjore,Tamil Nadu 613005",TAMIL NADU,iswaryatanjore@gmail.com,"24, mannar serfoji nagar, near New Bus Stand Road, Lakshmi Nagar, New Housing Unit, Thanjavur, Tamil Nadu 613005",10.7484885,79.1104266,613005,Thanjavur,ISWARYA,Chained
ISWARYA FERTILITY CENTRE,"119, New Avadi Rd, Alagappa Nagar, Kilpauk, Chennai, Tamil Nadu 600010",TAMIL NADU,iswaryakilpauk@gmail.com,"119, New Avadi Rd, Alagappa Nagar, Kilpauk, Chennai, Tamil Nadu 600010",13.0771934,80.213233,600010,Chennai,ISWARYA,Chained
ISWARYA FERTILITY CENTRE,"16/01, Thiruvalluvar Salai, Spencer Compound, Dindigul, Tamil Nadu 624001",TAMIL NADU,dindigul@iswarya.in,"16/01, Thiruvalluvar Salai, Spencer Compound, Dindigul, Tamil Nadu 624003",10.3616616,77.9581919,624003,Dindigul,ISWARYA,Chained
ISWARYA FERTILITY CENTRE,"9/1, Karur Bypass Rd, Annamalai Nagar, Tiruchirappalli, Tamil Nadu 620003",TAMIL NADU,iswaryatrichy@gmail.com,"9/1, Karur Bypass Rd, Annamalai Nagar, Tiruchirappalli, Tamil Nadu 620018",10.8316773,78.664734,620018,Trichy,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"238, Avaram Palayam Rd, opp. Womens Polytechnic Gandhipuram, New Siddhapudur, coimbatoreTamil Nadu 641044",TAMIL NADU,cbeivf999@gmail.com,"238, Avaram Palayam Road, New Siddhapudur, opp. Womens Polytechnic, Gandhipuram, Tamil Nadu 641044",11.017436,76.9566822,641044,Coimbatore,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"72-B, Dindigul Rd, Laxmipuram, Palani, Tamil Nadu 624601",TAMIL NADU,iswaryaivfpalani63@gmail.com,"72-B, Dindigul Rd, Laxmipuram, Palani, Tamil Nadu 624601",10.4486137,77.5040322,624601,Dindigul,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"BHARAT SANCHAR NIGAM LIMITED, 3/57-A ,MEYYANUR MAIN ROAD,SALEM - 636004",TAMIL NADU,iswaryaivfsalem63@gmail.com,"3/57-A, Telephone Bhavan Building, Meyyanur Main Rd, Salem, Tamil Nadu 636004",11.6733314,78.1127068,636004,Salem,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"34,1st floor, old Mahabalipuram road, Egattur, Navalur, Chennai, Tamil Nadu 600130",TAMIL NADU,iswarya.navalur@gmail.com,"Plot no. 41/42, Sathyadev Ave, MRC Nagar, Raja Annamalaipuram, Chennai, Tamil Nadu 600028",13.017697,80.2535245,600028,Chennai,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"LION Grandeur, 489, Trivandrum Road, Opposite New Bus Stand, Tirunelveli, Tamil Nadu â€“ 627007.",TAMIL NADU,iswaryaivfnellai@gmail.com,"489,Lion Grandeur, opp. to new bus stand, Vasanth Nagar, Tirunelveli, Tamil Nadu 627007",8.7040716,77.7094629,627007,Tirunelveli,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"173, Velachery Rd, Camp Road Junction, Ezhil Nagar, Selaiyur, Chennai, Tamil Nadu 600073",TAMIL NADU,tambaramiswarya2018@gmail.com,"173, Velachery Rd, Camp Road Junction, Ezhil Nagar, Selaiyur, Chennai, Tamil Nadu 600073",12.9220969,80.1236126,600073,Chennai,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"79, Arcot Rd, Phase 2, Sathuvachari, Vellore, Tamil Nadu 632009",TAMIL NADU,velloreivf@gmail.com,"79, Arcot Rd, Phase 2, Sathuvachari, Vellore, Tamil Nadu 632009",12.9355461,79.1356163,632009,Vellore,ISWARYA,Chained
ISWARYA FERTILITY SERVICES PRIVATE LIMITED,"77, 233/77 233, 1, Madras Thiruvallur High Rd, Venkatapuram, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053",TAMIL NADU,ambatturiswarya2022@gmail.com,"77, 233/77 233, 1, Madras Thiruvallur High Rd, Venkatapuram, Ram Nagar, Ambattur, Chennai, Tamil Nadu 600053",13.1218762,80.1276401,600053,Chennai,ISWARYA,Chained
ISWARYA HEALTH PRIVATE LIMITED,"2nd floor, TS square, Nethaji Bypass, opp Govt Dharmapuri medical college & hospital , Dharmapuri, Tamil Nadu 636701",TAMIL NADU,dharmapuri19iswarya.in@gmail.com,"2nd floor, TS square, Nethaji Bypass, near Sri Vaari Scans & Medhealth Diagnostics, Indhira Nagar, Dharmapuri, Tamil Nadu 636701",12.1239048,78.1379935,636701,Salem,ISWARYA,Chained
ISWARYA HEALTH PRIVATE LIMITED,"No -845,846 ,CUMBUM ROAD,THENI-625531",TAMIL NADU,theni@iswarya.in,"845, Old bus stand, No-845A, 846, Cumbum Rd, Theni, Tamil Nadu 625531",10.0098636,77.4562023,625531,Madurai,ISWARYA,Chained
ISWARYA HEALTH PRIVATE LIMITED,"No: 46, Inner Ring Road junction,Retteri,Kolathur, Chennai, Tamil Nadu 600099",TAMIL NADU,kolathur@iswarya.in,"No: 46, Madhavaram Village, Inner Ring Road, Taluk, Madhavaram, Chennai, Tamil Nadu 600099",13.1320325,80.1937303,600099,Chennai,ISWARYA,Chained
ISWARYA HEALTH PRIVATE LIMITED,"NO. 2 Ground Floor, Ramnagar, 1st Main Road, Peravallur, Chennai â€“ 600082.",TAMIL NADU,perambur@iswarya.in,"2, Ram Nagar 1st Main Rd, Chelliamman Colony, Peravallur, Perambur, Chennai, Tamil Nadu 600082",13.1182958,80.2068006,600082,Chennai,ISWARYA,Chained
ISWARYA HOSPITAL ( a unit of ISWARYA HEALTH PRIVATE LIMITED ),"110 A ,Rajiv gandhi salai,OMR,kottivakkam,chennai",TAMIL NADU,omrhr@iswarya.in,"110, Rajiv Gandhi Salai, OMR, Tharamani, Chennai, Tamil Nadu 600041",12.9793448,80.2322545,600041,Chennai,ISWARYA,Chained
"IVF Access, Coimbatore a unit of PN IVF Access Private Limited","609, 2nd Floor, Avinashi Rd, above Pazhamudir Plus, Peelamedu, Coimbatore, Tamil Nadu",TAMIL NADU,cmb.art@ivfaccess.com,"Fortune Building, 1056/2, Avinashi Rd, Anna Salai, Coimbatore, Tamil Nadu 641018",11.007915,76.9672323,641018,Coimbatore,IVF,Independent
"IVF CENTRE , MANJARIE HOSPITAL","MANJARIE HOSPITAL , R270 D, GST ROAD, THIRUNAGAR 2ND STOP, MADURAI.",TAMIL NADU,manjariehospital@gmail.com,"Second Stop, R270D, GST Main Rd, Thiru Nagar, Tamil Nadu 625006",9.8811419,77.9810878,625006,Madurai,IVF,Independent
J.K Medical Centre,"14/45, L.G.G.S colony , Near Bus stand , Kangayam",TAMIL NADU,doctorarul@gmail.com,"Kangeyam, Tamil Nadu 638701",11.0042576,77.5574946,638701,Erode,JK,Independent
J.P.FERTILITY AND WOMEN'S CARE,"SAKTHI POLY CLINIC CAMPUS,NO.93,NEW SCHEME ROAD,POLLACHI",TAMIL NADU,kaladevi111987@gmail.com,"Sakthi Hospital Campus, 93-B, New Scheme Rd, Pollachi, Tamil Nadu 642001",10.6630168,76.9900833,642001,Coimbatore,JPFERTILITY,Independent
JANANAM FERTILITY CENTER,"22/10, KAZURA GARDEN 1st STREET, NEELANKARAI",TAMIL NADU,info@jananamfertility.com,"22/10, Jananam Fertility Centre, 11, 1st St, Kazura Garden, Neelankarai, Chennai, Tamil Nadu 600115",12.9569787,80.2306093,600115,Chennai,JANANAM,Independent
JANANAM FERTILITY CLINIC,"ADHITHYA COMPLEX, FIRST FLOOR, OLD MAHALINGAPURAM ROAD, KANNAGAPATTU,THIRIPORUR",TAMIL NADU,OPERATIONS@JANANAMFERTILITY.COM,"1st Floor, Adhithyaa Complex, Old Mamallapuram Rd, Kannagapattu, Thiruporur, Tamil Nadu 603110",12.7330882,80.1686867,603110,Chengalpattu,JANANAM,Independent
Janani ART clinic,"Ponnusamy hospital,7f/3,sundhara vinayagar kovil street ,kallakurichi, tamilnadu",TAMIL NADU,123janu@gmail.com,"7f/3, sundhara vinayagar kovil street, Raja Nagar, Kallakurichi, Tamil Nadu 606202",11.7381219,78.945231,606202,Kallakurichi,JANANI,Chained
JANANI FERTILITY CENTRE,"1ST FLOOR, EVER GOLD TOWERS, CHINNAIAH STREET, PATTUKOTTAI",TAMIL NADU,jananifertilitypattukottai@gmail.com,"1st Floor, WD-15, 46, Pillaiyar Koil St, Mainckam Colony, Pattukkottai, Tamil Nadu 614601",10.4270826,79.2956114,614601,Thanjavur,JANANI,Chained
JANANI HOSPITAL,"7,Amman street Ramapuram main road Nesapakkam Chennai",TAMIL NADU,hospitaljanani@gmail.com,"No. 7, Amman Street, Ramapuram Main Road, Nehru Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",13.0313816,80.1704726,600078,Chennai,JANANI,Chained
JANANI TRICHY FERTILITY CENTRE,"C 28, 1FIRST FLOOR, 11TH CROSS, THILLAI NAGAR, TRICHY -18",TAMIL NADU,jananifertilitycentre@gmail.com,"11th Cross West Road, 11th Cross E Rd, Tiruchirappalli, Tamil Nadu 620018",10.8194375,78.6612129,620018,Trichy,JANANI,Chained
JANET FERTILITY CENTRE,"18,HARVEY NAGAR 1ST STREET,ARASARADI,MADURAI",TAMIL NADU,aneethjegaraj50@gmail.com,"EB Office 18 1st Street, 2, Harvey Nagar 1st St, behind Arasaradi, Arappalayam, Harvey Nagar, Tamil Nadu 625016",9.9293044,78.0970268,625016,Madurai,JANET,Independent
JANET FERTILITY CENTRE,"20,A,B,C RENGANATHAPURAM, PUTHUR, TRICHY",TAMIL NADU,vicjohn2011@gmail.com,"21B, Officers Colony Road, opp. Fish Market, Venganadapuram, Puthur, Tennur, Tiruchirappalli, Tamil Nadu 620017",10.810522,78.6687373,620017,Trichy,JANET,Independent
JAYADEVA FERTILITY CENTER AND WOMENS HEALTH CARE,"PLOT NO.6 & 7 ,SRIVIDHYA AVENUE,OKKIYUM THORAIPAKKAM",TAMIL NADU,drsharmila5577@gmail.com,"Plot No. 6 & 7, Sri Vidhya Ave, Okkiyum Thoraipakkam, OMR, Chennai, Tamil Nadu 600097",12.9349464,80.2123007,600097,Chennai,JAYADEVA,Independent
JAYAM NURSING HOME,"NO 53, THANDAVARAYAN STREET, OLD WASHERMENPET, CHENNAI",TAMIL NADU,jayamnursinghome.jc@gmail.com,"Sanjeevarayanpet, Tondiarpet, Chennai, Tamil Nadu 600021",13.1223044,80.2689182,600021,Chennai,JAYAM,Independent
Jayapal Nursing Home & Jegan Critical Care Centre,"63, Bagabath Agraharam, Manamadurai",TAMIL NADU,ajafertilitycentre@gmail.com,"20, R.C Street, Manamadurai Town Rd, Manamadurai, Tamil Nadu 630606",9.6921976,78.4318446,630606,Sivaganga,JAYAPAL,Independent
Jeevan Mithra fertility and women care centre,"10/33, Jai Nagar, 13th street, 1st Main Road, Arumbakkam, Chennai",TAMIL NADU,jeevanmithraivf@gmail.com,"10, 1st Main Rd, opp. to Koyambedu Bustand, Jai Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",13.0714581,80.1873804,600106,Chennai,JEEVAN,Independent
JEEVAN WOMEN CARE CLINIC,"122,KAMARAJAR SALAI, ALWARTHIRUNAGAR",TAMIL NADU,jeevanwomencareclinic@gmail.com,"122, Kamarajar Salai, Alwartirunagar, Valasaravakkam, Chennai, Tamil Nadu 600087",13.047672,80.1632154,600087,Chennai,JEEVAN,Independent
JEYAM FERTILITY CENTRE,"no-7 Tajmahal salai karur bypass road annamalai nagar, Trichy, Tamilnadu",TAMIL NADU,nccmani@gmail.com,"83/3, Karur Bypass Rd, Annamalai Nagar, Woraiyur, Tiruchirappalli, Tamil Nadu 620018",10.8331756,78.6819463,620018,Trichy,JEYAM,Independent
jeyam hospital,4/174-2 veerapandian nagar.muthiapuram.thoothukudi,TAMIL NADU,indrajeyamhospital@gmail.com,"P4VC+6GP, திருச்செந்தூர் சாலை, Veppalodai, Thoothukudi, Tamil Nadu 628005",8.7431379,78.1007144,628005,Thoothukudi,JEYAM,Independent
JM Hospital,"4A 2, A5, Main road, Thittagudi",TAMIL NADU,crm.karthikeyan@gmail.com,"SH 141, Tittakudi, Tamil Nadu 606106",11.4018113,79.11983,606106,Tiruvannamalai,JM,Independent
JOSEPH HOSPITALS,NEW NO. 23 ( OLD NO. 10A) DR GURUSWAMY ROAD CHETPET,TAMIL NADU,josephnursinghome@gmail.com,"10A, Dr Gurusamy Rd, Chetpet, Chennai, Tamil Nadu 600031",13.0740128,80.2150894,600031,Chennai,JOSEPH,Independent
Joseph Speciality Hospital and Fertility Center,"40, Perumalpatti 2nd East Street, Madurai Road, Srivilliputtur",TAMIL NADU,mgraceivf@gmail.com,"Ramakrishnapuram, Mangapuram, Srivilliputhur, Tamil Nadu 626125",9.5179897,77.6110839,626125,Virudhunagar,JOSEPH,Independent
K G M HOSPITAL PVT LTD,"1/1, AVINASHI ROAD",TAMIL NADU,kgmhospital@gmail.com,"1, 1, Avinashi Rd, Chinniyampalayam, Coimbatore, Tamil Nadu 641048",11.0570166,77.0466848,641048,Coimbatore,K,Chained
K G Nursing Home,"K G Nursing Home, 47-Mettur Road ,Erode-638011",TAMIL NADU,kgerode@gmail.com,"Abirami Theater, Bus Stand, 47, Mettur Rd, opposite to Shri Sakthi Cinemas, near Erode Main Road, Road, Erode Fort, Erode, Tamil Nadu 638011",11.3456306,77.6982215,638011,Erode,K,Chained
K R NURSING HOME,"28, NADIMUTHU NAGAR, PATTUKKOTTAI",TAMIL NADU,krnh2001@gmail.com,"Park Rd, Nadimuthu Nagar, Pattukkottai, Tamil Nadu 614602",10.4202881,79.2995834,614602,Thanjavur,K,Chained
K.J,"20,manaveli street,kuttalam",TAMIL NADU,drrashirashy@gmail.com,"3HF5+23X, Kuthalam, Tamil Nadu 609801",11.0726903,79.5371348,609801,Mayiladuthurai,KJ,Independent
K.M.HOSPITALS,"114/14/1 PALAGHAT ROAD, POLLACHI",TAMIL NADU,dr.kala87@yahoo.in,"M273+392, Palaghat Rd, Palaghat, Pollachi, Tamil Nadu 642001",10.662686,76.9827824,642001,Coimbatore,KMHOSPITAL,Independent
K.M.IVF Centre,"64, Medavakkam Tank Road, Kipauk, Chennai 600010",TAMIL NADU,kmivfcentrekilpauk@gmail.com,"64, Medavakkam Tank Rd, Secretariat Colony, Kilpauk, Chennai, Tamil Nadu 600012",13.088569,80.2215304,600012,Chennai,KMIVF,Independent
KANAA CENTER FOR ASSISTED REPRODUCTION (A UNIT OF K.M.SPECIALITY HOSPITAL),"No.67(40) Dr.Radhakrishnan Salai, Mylaproe Chennai",TAMIL NADU,kanaakm2018@gmail.com,"40, Dr Radha Krishnan Salai, Jagadambal Colony, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004",13.0444752,80.245507,600004,Chennai,KANAA,Independent
KANAA CENTRE FOR ASSISTED REPRODUCTION (A unit of K.M.SPECIALITY HOSPITAL),No.453 & 454 R.K SHANMUGAM SALAI KK NAGAR,TAMIL NADU,karna.serviceprovider@gmail.com,"No. 453, 454, RK Shanmugam Salai, Sector 6, K. K. Nagar, Chennai, Tamil Nadu 600078",13.0380313,80.1807187,600078,Chennai,KANAA,Independent
KANGAROO FERTILITY CENTRE-PADMA HOSPITAL,"6/115,PADMA HOSPITAL,MAIN ROAD,KOVILPATTI",TAMIL NADU,kfckovilpatti@gmail.com,"1st floor, Padma Hospital, 6/115, Main Road, Thirumangai Nagar, Kovilpatti, Tamil Nadu 628501",9.1667192,77.8530037,628501,Thoothukudi,KANGAROO,Independent
KANNA HOSPITAL & ANNAI VELANKANNI FERTILITY CENTRE,"13-D, AARTHY THEATRE ROAD, Y.M.R PATTY, DINDIGUL",TAMIL NADU,kannahospital10@gmail.com,"13-D, Aarthi Theatre Rd, Y.M.R. Patty, East, Anna Nagar, Tamil Nadu 624001",10.361867,77.9695732,624001,Dindigul,KANNA,Independent
KAUVERY FERTILITY CENTRE,"NO: 35, SHANTHI NAGAR, OPP CSI CHURCH, HOSUR",TAMIL NADU,operationsmanager.hosur@kauveryhospital.com,"35, Shanthi Nagar, Opp. CSI Church, Hosur, Tamil Nadu 635109",12.728532,77.8038935,635109,Krishnagiri,KAUVERY,Chained
Kauvery Fertility Centre,"Kauvery Hospital, No. 23/1, Arcot road, Vadapalani",TAMIL NADU,obgivf.kvp@kauveryhospital.com,"225A, 23/1, Arcot Rd, Ottagapalayam, Kannika Puram, Vadapalani, Chennai, Tamil Nadu 600026",13.0477443,80.1836115,600026,Chennai,KAUVERY,Chained
Kauvery Hospital,"9/50,Trichy Main Road, M.G.R Nager, Seelananickenpatti, Salem.",TAMIL NADU,deputymedicaladmin.salem@kauveryhospital.com,"9/50, Trichy Main Rd, Opp.to Chandra Mahal, M G R Nagar, Seelanaickenpatti, Salem, Tamil Nadu 636201",11.6292075,78.1280693,636201,Salem,KAUVERY,Chained
KAVIN CLINIC,"23, DINDIGUL-KARUR ROAD, POLICE STATION OPPOSITE, S.PUDUR, ERIYODU, DINDIGUL",TAMIL NADU,kavinhospitaldgl@gmail.com,"23, POLICE STATION, opposite S.PUDUR, Eriodu, Tamil Nadu 624702",10.4362176,77.8542652,624702,Dindigul,KAVIN,Independent
KAVYA SHANKAR FERTILITY &RESEARCH CENTRE,"178,EAST CAR STREET,DINDIGUL.",TAMIL NADU,sarathaahospital@gmail.com,"178, E Car St, Begambur, Tamil Nadu 624001",10.3638496,77.9515538,624001,Dindigul,KAVYA,Independent
Keerthi Hospitals,"2/1, DSP Nagar,By pass road,Madurai",TAMIL NADU,keerthihospitals.mdu@gmail.com,"Dinamalar Ave, Chokkalinga Nagar, Ponmeni, Madurai, Tamil Nadu 625016",9.9258573,78.0715758,625016,Madurai,KEERTHI,Independent
Kgclinic,126 Vakkil street,TAMIL NADU,lavanyagowrishankar@gmail.com,"No 8A, 18th St, Tansi Nagar, Velachery, Chennai, Tamil Nadu 600042",12.9942215,80.0990604,600042,Chennai,KGCLINIC,Independent
KHM FERTILITY CENTER,"AB-14,6 TH MAIN ROAD,ANNA NAGAR",TAMIL NADU,khmfertility@gmail.com,"AB-14, 6th Main Rd, AC Block, Anna Nagar, Chennai, Tamil Nadu 600040",13.0846364,80.1924096,600040,Chennai,KHM,Independent
KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,"No.54, Opposite Hyatt Regency, Vijaya Raghava Road, T Nagar, Chennai, Tamil Nadu 600017",TAMIL NADU,mrdchn@cloudninecare.com,"54, Vijaya Raghav Road, Vijayaraghava Rd, near Hyatt Regency, T. Nagar, Chennai, Tamil Nadu 600017",13.043417,80.2256163,600017,Chennai,KID,Independent
KIDS CLINIC INDIA LIMITED CLOUDNINE FERTILITY,"No.148, Rajiv Gandhi Salai, Old Mahabalipuram Road, Okkiyam Thoraipakkam, Chennai, Tamil Nadu - 600097",TAMIL NADU,mrdomr@cloudninecare.com,"148, Old, 2nd St, Thoraipakkam, Chennai, Tamil Nadu 600097",12.9426421,80.216206,600097,Chennai,KID,Independent
KIMS IVF FERTILITY CENTER PVT LTD,"no,75,North east extension road",TAMIL NADU,drrajatrichy@gmail.com,"1-8-31/1, Minister Rd, Krishna Nagar Colony, Begumpet, Secunderabad, Hyderabad, Telangana 500003",16.8564288,76.7981461,500003,District Not Found,KIM,Independent
Kiran Infertility Centre,No 32 Ambika Complex 2nd Floor Arcot Road Trustpuram Kodambakkam Chennai,TAMIL NADU,info@kicchennai.com,"2nd FLOOR, Ambica Complex, NO:32, Arcot Rd, above MCRENNETT, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",13.0537525,80.2060329,600024,Chennai,KIRAN,Independent
KNH fertility centre,"3/1/7, Mudiarasan Salai, opp to new court, SM puram, Karaikudi",TAMIL NADU,kavithafertilitycenter@gmail.com,"3/1/7, Mudiarasan Salai, opp. New Court, South Ext, S.M Puram, Vairavapuram, Karaikudi, Tamil Nadu 630001",10.0764364,78.7592311,630001,Sivaganga,KNH,Independent
Kongunad Hospitals Pvt Ltd,"116,117, 11th Street, tatabad, Coimbatore, Tamil Nadu - 641012",TAMIL NADU,karthikdoc@gmail.com,"11th St, Tatabad, Coimbatore, Tamil Nadu 641012",11.0177678,76.9398548,641012,Coimbatore,KONGUNAD,Independent
KOVAI FERTILITY AND NEURO CENTER,"A-339/3,Vue Grande,first floor,new sidhapudur, Coimbatore",TAMIL NADU,dr_hemarajesh@yahoo.co.in,"First floor, Vue Grande, Balasundaram Layout, B.K.R Nagar Kovai fertility and neuro center A-339/3, New Siddhapudur, Tamil Nadu 641044",11.0215766,76.9576063,641044,Coimbatore,KOVAI,Independent
KREATE FERTILITY CENTRE,"Rajah hospital, 60, Gandhi street, BR puram,Peelamedu, Coimbatore",TAMIL NADU,jananiramanesh@gmail.com,"Jeeva St, Peelamedu, Coimbatore, Tamil Nadu 641004",11.0270937,76.9976094,641004,Coimbatore,KREATE,Independent
KRISHIKA FERTILITY CENTRE,"226, KATCHERY ROAD, KATTUMANNAR KOIL, 608301",TAMIL NADU,sharmila_13m@yahoo.co.in,"Dr Besant Rd, Anna Nagar, Kumbakonam, Tamil Nadu 612001",12.0050943,78.3481043,612001,Thanjavur,KRISHIKA,Independent
KRISHNA FERTILITY CENTRE,"KRISHNA HOSPITAL 100/1 VELUR ROAD, TIRUCHENGODE",TAMIL NADU,ssvanan66@yahoo.in,"Katcheri Street, 100/1, Tiruchengode - Paramathi - Velur Rd, Mahadhavapuram, Tiruchengode, Tamil Nadu 637211",11.3752984,77.8727643,637211,Namakkal,KRISHNA,Independent
Krithik Medical Centre,"Old No.9/3,New No.16,Rajalakshmi Nagar,Masakalipalayam road,Hope college, Peelamedu,Coimbatore.",TAMIL NADU,krithikmedicalcentre@gmail.com,"9/3 Rajalakshmi nagar, Masakalipalayam Rd, Peelamedu, Hope College, Coimbatore, Tamil Nadu 641004",11.0224604,76.9975233,641004,Coimbatore,KRITHIK,Independent
